Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,EngagementScore,TimeSinceLastPromotion,JobSatisfaction,OvertimeHours,BurnoutRisk,CommuteTime,FlexibleWorkEligibility,SkillDemandScore,DiversityIndex,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AttritionRiskIndex
23,No,Non-Travel,646,Sales,8,48,0,1,1,78,114,No,4,0.2824672540486873,1,Human Resources,1,4838,3,Male,87,3,1,Manager,Divorced,5274.0,12084,6,Y,No,11,1,3,40,3,27,3,3,13,2,5,3,26.287394957983192
50,No,Travel_Rarely,350,Sales,25,69,6,1,27,2,36,No,2,0.43176109118672257,4,Medical,1,4839,2,Female,82,4,4,Sales Executive,Single,17718.0,13226,8,Y,No,15,4,4,40,0,29,4,2,17,8,5,11,16.790756302521007
36,No,Travel_Rarely,965,Research & Development,4,46,6,1,16,89,55,No,3,0.2979814563161419,3,Technical Degree,1,4840,1,Male,33,4,1,Laboratory Technician,Married,15066.0,13842,7,Y,No,18,2,2,40,2,25,2,2,17,8,6,8,28.338655462184875
33,Yes,Travel_Rarely,609,Sales,18,79,9,2,8,27,43,No,2,0.8429058443318512,1,Marketing,1,4841,4,Male,60,2,1,Sales Executive,Divorced,2236.0,22042,1,Y,Yes,11,4,2,40,2,22,1,2,10,0,4,1,12.408403361344538
58,Yes,Travel_Frequently,540,Research & Development,21,41,3,2,8,52,72,No,2,0.7598120136642021,1,Medical,1,4842,2,Female,77,1,3,Manager,Single,15165.0,12242,6,Y,Yes,17,3,4,40,1,15,3,3,15,9,10,7,30.281512605042018
49,No,Travel_Rarely,553,Sales,13,44,6,1,14,51,103,No,3,0.8424226824297296,3,Medical,1,4843,1,Female,42,1,1,Laboratory Technician,Single,13354.0,18332,6,Y,No,14,3,2,40,2,18,1,3,4,5,1,4,29.45966386554622
41,Yes,Travel_Rarely,743,Sales,23,35,7,3,28,75,100,No,1,0.7131847554057691,2,Life Sciences,1,4844,1,Female,55,2,2,Sales Executive,Single,14305.0,18963,7,Y,No,23,4,1,40,3,25,3,1,8,4,13,4,17.652100840336132
45,No,Travel_Rarely,916,Research & Development,14,42,7,3,12,19,52,Yes,2,0.614864769852911,2,Life Sciences,1,4845,1,Male,49,2,3,Laboratory Technician,Married,3374.0,12074,6,Y,No,21,3,3,40,3,29,0,3,9,6,13,4,30.531092436974788
42,No,Travel_Rarely,778,Research & Development,20,48,2,4,8,30,98,No,3,0.5803730486659638,3,Technical Degree,1,4846,2,Female,67,3,2,Research Scientist,Married,9437.0,20317,3,Y,No,22,1,2,40,0,32,3,3,17,0,1,10,26.64705882352941
31,No,Travel_Frequently,373,Human Resources,28,86,7,4,3,74,102,No,4,0.46884572670703223,2,Medical,1,4847,2,Female,28,2,1,Manager,Single,14380.0,10451,1,Y,No,17,1,2,40,3,3,0,2,15,1,3,10,8.657142857142857
35,Yes,Travel_Rarely,159,Research & Development,25,49,2,3,8,73,33,Yes,4,0.9005902058505627,2,Human Resources,1,4848,4,Female,17,3,3,Research Scientist,Single,10626.0,21807,7,Y,No,11,1,2,40,2,23,2,2,3,8,14,11,5.983193277310924
58,No,Travel_Rarely,441,Sales,28,85,4,2,8,77,26,No,3,0.5728234916323385,4,Other,1,4849,2,Male,20,1,1,Sales Executive,Divorced,18936.0,12282,8,Y,No,21,4,4,40,1,23,2,2,15,6,0,3,8.365546218487395
39,Yes,Travel_Rarely,212,Research & Development,15,33,0,3,14,95,53,Yes,4,0.37148003904612703,2,Life Sciences,1,4850,2,Female,30,3,1,Sales Executive,Single,13322.0,21689,0,Y,No,12,1,3,40,2,30,1,2,6,6,9,1,23.133613445378153
45,No,Travel_Frequently,1344,Human Resources,20,33,6,3,10,27,75,Yes,3,0.7976126834933801,3,Life Sciences,1,4851,4,Female,15,3,2,Laboratory Technician,Married,16667.0,24049,4,Y,No,21,4,3,40,3,18,1,3,13,6,9,4,34.8890756302521
35,No,Travel_Rarely,167,Sales,24,81,9,1,20,46,70,No,4,0.4699854826985747,4,Marketing,1,4852,4,Female,26,4,1,Sales Executive,Married,18982.0,20603,9,Y,No,19,1,2,40,0,31,3,1,1,0,12,2,11.476470588235294
55,No,Travel_Rarely,1438,Human Resources,19,36,7,3,12,19,49,No,4,0.37877460361791854,2,Human Resources,1,4853,4,Male,71,3,4,Sales Executive,Married,7123.0,11262,0,Y,No,12,2,1,40,0,28,4,3,16,5,10,9,33.523529411764706
33,No,Travel_Rarely,566,Sales,28,97,3,4,16,19,89,No,1,0.8328427147044035,2,Medical,1,4854,3,Female,75,1,1,Human Resources,Divorced,14176.0,13120,1,Y,No,24,2,4,40,3,9,1,3,14,3,1,0,2.32436974789916
43,No,Travel_Frequently,957,Research & Development,14,99,6,2,23,41,12,No,4,0.5579776280407501,3,Life Sciences,1,4855,2,Male,81,1,3,Sales Executive,Married,14349.0,15447,4,Y,No,10,1,4,40,1,18,1,2,7,2,13,10,1.7302521008403362
27,No,Travel_Rarely,362,Sales,12,74,6,4,0,15,32,No,2,0.36241226978692986,3,Medical,1,4856,4,Female,76,3,3,Sales Executive,Divorced,8429.0,14547,5,Y,No,24,3,2,40,1,4,4,1,10,2,9,0,14.280672268907562
57,No,Travel_Rarely,1254,Research & Development,22,38,5,2,2,28,16,No,2,0.7379121077861819,1,Other,1,4857,1,Female,86,1,4,Sales Executive,Single,10207.0,13316,4,Y,No,11,2,4,40,1,17,4,4,4,5,0,2,32.04033613445378
57,No,Travel_Rarely,523,Sales,15,38,4,4,2,28,97,No,1,0.8535578087821536,2,Technical Degree,1,4858,4,Female,96,2,2,Human Resources,Married,6023.0,13553,4,Y,No,22,3,4,40,2,15,3,4,11,1,7,3,32.04453781512605
43,Yes,Travel_Rarely,1390,Sales,6,36,9,1,28,85,65,Yes,3,0.5199767204893403,2,Marketing,1,4859,1,Male,22,4,2,Sales Executive,Divorced,10000.0,10471,7,Y,No,14,1,1,40,3,3,1,3,19,2,11,8,35.963865546218486
35,No,Non-Travel,819,Research & Development,19,92,3,1,20,33,81,No,4,0.38629426368296793,2,Other,1,4860,1,Male,97,4,1,Sales Executive,Single,14593.0,11643,2,Y,No,20,2,3,40,2,7,2,2,16,4,3,1,4.80420168067227
37,Yes,Travel_Rarely,1335,Sales,2,31,4,2,14,44,71,Yes,1,0.21953901514729068,2,Medical,1,4861,3,Male,83,1,1,Sales Executive,Married,5293.0,21267,2,Y,Yes,12,2,4,40,1,10,4,3,13,6,9,4,35.47899159663865
57,Yes,Non-Travel,662,Research & Development,6,60,6,2,4,55,94,No,1,0.8945647525322683,4,Medical,1,4862,4,Female,38,1,1,Laboratory Technician,Married,18163.0,14383,4,Y,Yes,11,4,1,40,3,18,3,2,8,3,11,2,21.436974789915965
46,No,Travel_Rarely,1082,Sales,23,67,7,2,20,86,90,No,2,0.5582589440088551,1,Medical,1,4863,4,Male,45,2,2,Sales Executive,Married,14629.0,13267,0,Y,No,20,4,1,40,2,17,1,3,11,6,3,8,18.12689075630252
53,No,Travel_Rarely,1018,Human Resources,23,36,3,3,3,9,36,No,2,0.910461901527976,2,Life Sciences,1,4864,4,Female,25,4,1,Research Scientist,Divorced,13875.0,11619,3,Y,No,12,4,3,40,1,3,3,3,13,7,1,7,32.69075630252101
54,No,Travel_Rarely,387,Sales,26,39,4,2,0,36,52,Yes,4,0.7636611228474146,2,Technical Degree,1,4865,4,Male,10,2,3,Human Resources,Single,9860.0,24019,4,Y,No,16,4,4,40,2,13,1,2,3,1,2,4,31.43109243697479
57,Yes,Non-Travel,524,Research & Development,11,88,5,1,3,70,85,No,3,0.5955185742959337,2,Marketing,1,4866,2,Male,81,2,2,Manager,Divorced,13989.0,13286,3,Y,Yes,11,2,1,40,2,39,2,4,2,0,12,1,7.214285714285714
41,No,Travel_Rarely,653,Human Resources,1,30,8,2,25,2,98,Yes,2,0.7590122769354885,4,Technical Degree,1,4867,3,Male,72,4,4,Manager,Divorced,2785.0,13801,9,Y,No,21,3,2,40,1,34,4,3,0,6,10,11,36.847058823529416
39,No,Travel_Frequently,858,Research & Development,28,66,9,3,7,43,63,No,1,0.44890523019033907,1,Medical,1,4868,3,Female,57,2,4,Laboratory Technician,Married,11241.0,13045,2,Y,No,18,4,2,40,2,21,1,2,15,8,0,3,18.958823529411767
59,Yes,Travel_Rarely,343,Human Resources,22,49,5,3,28,98,48,No,1,0.3578338861685321,2,Life Sciences,1,4869,3,Male,59,2,2,Research Scientist,Single,5778.0,15802,2,Y,No,12,4,1,40,3,5,0,2,2,2,7,8,24.121008403361344
24,No,Travel_Rarely,1099,Research & Development,9,95,6,3,20,69,104,No,4,0.32053015846357114,2,Technical Degree,1,4870,4,Male,11,4,3,Human Resources,Married,13715.0,23591,8,Y,No,18,4,1,40,2,19,3,3,16,7,7,8,3.96218487394958
44,Yes,Travel_Frequently,1457,Sales,13,47,7,1,6,96,51,No,4,0.9337487837802468,3,Life Sciences,1,4871,1,Male,53,4,3,Laboratory Technician,Divorced,14443.0,12372,7,Y,No,24,1,1,40,2,20,0,2,5,3,3,3,34.528571428571425
53,No,Non-Travel,427,Research & Development,9,85,2,1,0,60,39,No,4,0.7954236508504006,1,Life Sciences,1,4872,3,Male,83,3,1,Human Resources,Divorced,10931.0,13279,4,Y,No,19,2,2,40,1,21,4,3,16,0,3,2,7.998319327731092
37,No,Travel_Rarely,814,Research & Development,15,71,4,4,4,6,51,No,3,0.9489024724266718,4,Other,1,4873,3,Male,46,3,2,Research Scientist,Single,12642.0,14392,6,Y,No,22,4,3,40,1,17,4,4,18,7,11,0,15.428571428571429
26,Yes,Travel_Frequently,1229,Human Resources,28,93,3,1,12,61,109,Yes,1,0.8110219903742071,4,Life Sciences,1,4874,4,Male,52,3,2,Manager,Married,19067.0,12869,8,Y,Yes,11,3,3,40,1,21,0,3,9,7,10,0,4.374789915966387
25,No,Travel_Rarely,900,Research & Development,18,78,0,2,27,65,58,No,4,0.5089839805619205,1,Marketing,1,4875,4,Female,92,2,4,Research Scientist,Married,19443.0,17236,1,Y,No,21,3,4,40,1,19,4,1,4,8,10,7,11.146218487394957
42,No,Travel_Rarely,1202,Sales,4,75,3,3,25,99,114,No,1,0.9503414594057815,2,Medical,1,4876,1,Female,36,1,3,Laboratory Technician,Divorced,19902.0,24998,7,Y,No,22,3,1,40,2,31,2,1,4,4,13,10,13.387394957983194
35,Yes,Travel_Rarely,1288,Sales,22,44,1,1,11,92,95,No,1,0.6704269506904758,4,Medical,1,4877,1,Male,19,2,4,Laboratory Technician,Divorced,12064.0,17115,0,Y,Yes,22,3,1,40,3,16,0,3,1,9,13,11,34.93949579831933
52,No,Travel_Rarely,730,Sales,4,96,3,1,26,97,24,Yes,4,0.9481123714003772,4,Technical Degree,1,4878,4,Female,57,2,2,Sales Executive,Divorced,16883.0,16321,4,Y,No,15,4,1,40,3,9,0,1,0,4,3,10,2.660504201680672
35,No,Travel_Rarely,1180,Sales,12,33,1,4,7,26,96,Yes,3,0.3694138732997839,3,Life Sciences,1,4879,1,Female,56,1,2,Human Resources,Married,13765.0,22840,0,Y,No,24,2,1,40,0,18,3,4,0,1,13,11,33.94201680672269
27,Yes,Travel_Rarely,1059,Sales,9,91,3,2,20,89,107,No,4,0.4980780987373636,4,Medical,1,4880,3,Female,45,1,2,Sales Executive,Married,8555.0,22109,5,Y,Yes,21,3,1,40,2,18,0,1,3,7,11,9,5.369747899159664
33,No,Non-Travel,1059,Research & Development,18,56,3,1,27,13,52,No,3,0.5000512974221006,4,Technical Degree,1,4881,1,Male,94,3,1,Laboratory Technician,Divorced,6687.0,16680,3,Y,No,21,3,1,40,0,19,3,3,13,7,7,6,22.73109243697479
37,No,Travel_Frequently,1311,Sales,26,96,2,3,16,81,44,No,4,0.2045660264712016,2,Medical,1,4882,2,Female,62,2,3,Manager,Single,6737.0,22523,8,Y,No,23,4,3,40,3,11,0,2,5,3,0,5,2.510924369747899
38,No,Travel_Rarely,1175,Research & Development,6,46,4,4,29,16,93,Yes,4,0.7535177343144781,2,Life Sciences,1,4883,4,Male,81,3,1,Laboratory Technician,Married,10455.0,17981,3,Y,No,18,1,4,40,0,8,2,4,7,4,1,6,28.034453781512607
44,No,Non-Travel,1195,Sales,17,81,8,3,1,44,51,No,2,0.9183881685384777,2,Other,1,4884,4,Female,83,3,4,Laboratory Technician,Divorced,12028.0,12304,9,Y,No,11,3,2,40,0,13,3,2,5,8,13,11,11.228571428571428
35,Yes,Travel_Rarely,852,Research & Development,25,86,0,1,21,30,102,No,4,0.9344671383546285,2,Medical,1,4885,3,Male,14,2,2,Research Scientist,Divorced,3507.0,20619,4,Y,Yes,16,1,2,40,2,12,1,1,6,1,0,11,7.257142857142857
28,No,Travel_Rarely,423,Sales,17,59,6,2,17,2,101,No,2,0.8376211823026571,1,Other,1,4886,2,Male,15,2,2,Manager,Single,3620.0,10410,3,Y,No,15,3,3,40,1,23,3,2,3,2,3,2,21.954621848739496
53,Yes,Travel_Frequently,1461,Sales,29,94,9,2,8,68,82,No,1,0.4034816475437579,4,Marketing,1,4887,4,Male,36,4,2,Research Scientist,Single,5643.0,13067,1,Y,Yes,20,2,1,40,1,26,2,1,16,6,11,4,5.00672268907563
36,No,Travel_Rarely,254,Research & Development,13,45,0,2,8,77,41,No,1,0.5080398564910421,3,Marketing,1,4888,1,Female,57,2,2,Manager,Married,10764.0,16683,9,Y,No,10,2,2,40,3,0,1,1,17,7,9,11,27.603361344537817
38,No,Travel_Frequently,158,Sales,12,56,9,2,12,38,81,No,2,0.46480802721418235,4,Marketing,1,4889,4,Male,19,1,3,Human Resources,Divorced,9651.0,23328,7,Y,No,14,3,2,40,0,1,3,1,17,5,4,3,24.00420168067227
55,Yes,Travel_Rarely,1398,Sales,14,35,0,3,17,80,57,No,1,0.5594728428499678,4,Technical Degree,1,4890,2,Male,79,4,1,Laboratory Technician,Single,14939.0,19315,1,Y,No,11,2,3,40,1,11,0,4,13,8,8,1,12.143697478991596
26,No,Travel_Rarely,300,Research & Development,8,43,1,4,16,23,86,No,2,0.5647076701393997,3,Marketing,1,4891,2,Male,77,2,1,Laboratory Technician,Married,2759.0,24283,5,Y,No,23,3,4,40,1,17,4,1,1,6,10,5,28.916806722689074
48,Yes,Travel_Rarely,394,Sales,29,31,9,1,6,29,107,No,4,0.9124104943252856,4,Life Sciences,1,4892,1,Female,53,1,2,Laboratory Technician,Single,18148.0,12343,6,Y,Yes,10,2,2,40,1,8,1,3,2,6,10,8,36.56974789915966
44,Yes,Non-Travel,1445,Human Resources,15,44,5,2,6,98,34,Yes,2,0.28375766330553365,1,Technical Degree,1,4893,1,Male,71,3,1,Laboratory Technician,Married,,23393,8,Y,Yes,23,2,1,40,2,32,3,4,5,6,10,9,17.085714285714285
35,Yes,Travel_Frequently,1452,Research & Development,9,45,8,1,18,89,84,No,4,0.8058936177387889,3,Life Sciences,1,4894,3,Female,26,2,2,Laboratory Technician,Single,5357.0,20411,9,Y,No,21,3,3,40,0,31,4,2,8,3,8,5,9.811764705882352
36,No,Travel_Frequently,1097,Research & Development,1,55,2,3,1,73,33,No,3,0.6594780027940659,2,Life Sciences,1,4895,2,Female,80,1,3,Sales Executive,Married,15258.0,19459,5,Y,No,20,2,1,40,1,4,0,3,5,8,5,5,22.983193277310924
54,Yes,Travel_Rarely,1407,Sales,17,73,4,2,15,15,77,No,4,0.7502311762148111,2,Life Sciences,1,4896,1,Male,63,1,4,Research Scientist,Single,17056.0,13775,9,Y,Yes,14,1,2,40,1,30,4,3,13,5,1,0,14.494117647058824
52,Yes,Travel_Rarely,1299,Research & Development,10,98,7,2,24,66,44,Yes,2,0.914760146726555,1,Technical Degree,1,4897,1,Male,67,3,3,Manager,Divorced,14805.0,20851,6,Y,Yes,11,1,3,40,2,27,2,4,3,1,6,8,2.510924369747899
56,No,Travel_Frequently,709,Research & Development,30,67,9,2,27,93,45,No,3,0.9529402229080595,4,Other,1,4898,1,Male,23,3,1,Sales Executive,Divorced,3517.0,11863,3,Y,No,16,4,3,40,3,18,4,2,11,7,0,4,18.413445378151263
38,No,Travel_Rarely,448,Research & Development,23,41,5,4,24,98,75,No,3,0.2083624710346098,3,Life Sciences,1,4899,3,Male,38,4,1,Human Resources,Married,2769.0,21734,0,Y,No,21,2,3,40,2,13,0,3,7,5,6,7,30.689075630252102
49,No,Travel_Rarely,1062,Sales,26,46,2,4,21,81,103,No,4,0.8830758394515109,3,Human Resources,1,4900,3,Female,84,1,1,Manager,Single,14369.0,12754,7,Y,No,19,4,3,40,0,37,4,1,9,2,1,0,27.659663865546218
40,No,Travel_Frequently,481,Research & Development,5,54,1,2,22,78,49,Yes,3,0.3452724166936941,3,Life Sciences,1,4901,1,Female,13,4,2,Human Resources,Divorced,3276.0,23088,9,Y,No,15,3,3,40,2,16,2,2,18,9,13,0,23.323529411764707
44,No,Travel_Rarely,1395,Human Resources,11,93,2,1,1,79,79,No,4,0.3243400967092367,3,Life Sciences,1,4902,2,Female,87,4,1,Sales Executive,Single,,22714,8,Y,No,23,1,2,40,0,8,4,1,7,9,0,9,4.099159663865547
53,Yes,Travel_Rarely,591,Sales,3,46,5,3,14,76,115,No,3,0.9270622523579601,2,Other,1,4903,4,Female,64,2,2,Laboratory Technician,Married,6709.0,17762,9,Y,No,16,3,2,40,1,1,2,3,4,9,6,8,31.289915966386555
34,Yes,Travel_Frequently,430,Human Resources,25,47,4,2,15,98,16,No,3,0.9529046210622363,3,Marketing,1,4904,1,Female,82,4,1,Laboratory Technician,Married,9276.0,14973,7,Y,Yes,18,1,4,40,3,16,2,1,3,4,8,8,27.340336134453782
41,No,Travel_Frequently,974,Sales,2,65,7,2,15,67,61,No,2,0.5167028597218244,3,Marketing,1,4905,3,Female,67,3,1,Human Resources,Married,8077.0,18430,1,Y,No,10,3,2,40,2,23,0,3,11,8,3,3,19.053781512605042
56,No,Travel_Frequently,257,Sales,22,32,9,1,5,18,86,No,1,0.2489491442810599,2,Medical,1,4906,1,Female,70,2,2,Research Scientist,Divorced,17552.0,24909,3,Y,No,11,1,1,40,2,38,3,2,2,8,0,4,36.016806722689076
26,Yes,Travel_Rarely,531,Sales,4,99,1,1,21,61,52,Yes,2,0.8511412164799401,4,Human Resources,1,4907,2,Female,98,1,4,Human Resources,Divorced,13854.0,14751,1,Y,Yes,10,1,4,40,1,36,3,3,2,2,1,6,0.8310924369747898
30,Yes,Travel_Rarely,1448,Sales,21,30,1,2,28,74,93,No,3,0.8769657230822807,3,Technical Degree,1,4908,4,Female,85,2,3,Human Resources,Divorced,8545.0,22609,9,Y,Yes,21,3,4,40,0,16,3,2,5,6,1,6,31.434453781512605
50,Yes,Travel_Frequently,1239,Sales,2,95,3,1,10,7,14,No,1,0.3676929276974245,2,Technical Degree,1,4909,2,Male,58,4,4,Manager,Married,5669.0,15199,4,Y,Yes,14,4,2,40,0,23,0,1,1,7,0,3,3.135294117647059
27,No,Travel_Frequently,718,Sales,1,76,8,4,23,87,33,No,4,0.9861814808439452,4,Other,1,4910,3,Female,35,3,2,Manager,Married,14552.0,18180,5,Y,No,20,2,1,40,1,38,1,3,13,6,12,6,13.683193277310924
46,Yes,Travel_Rarely,718,Sales,9,79,4,2,8,26,51,No,3,0.8282554449228,1,Other,1,4911,2,Female,34,3,1,Manager,Single,7815.0,15084,7,Y,Yes,19,2,4,40,2,4,0,3,7,5,11,6,11.428571428571429
52,No,Non-Travel,725,Sales,3,93,6,4,17,79,43,No,2,0.5575518697726926,2,Other,1,4912,1,Female,20,2,1,Human Resources,Single,14439.0,16358,5,Y,No,18,4,4,40,0,2,3,3,13,5,1,8,4.8084033613445385
43,No,Non-Travel,534,Sales,6,76,6,3,22,24,96,Yes,2,0.5625374297799889,2,Medical,1,4913,1,Female,11,1,4,Research Scientist,Married,5895.0,11294,2,Y,No,24,2,4,40,2,6,3,2,13,1,1,3,13.442016806722688
23,No,Travel_Rarely,895,Sales,14,96,5,2,24,84,82,No,3,0.4716543249410681,2,Marketing,1,4914,1,Male,82,3,3,Sales Executive,Single,3961.0,17496,6,Y,No,20,2,2,40,1,16,4,1,13,7,2,2,3.2067226890756304
26,Yes,Travel_Frequently,1031,Human Resources,25,71,5,2,5,37,35,No,3,0.7944235419158593,2,Technical Degree,1,4915,1,Female,81,2,2,Human Resources,Single,2484.0,22803,9,Y,Yes,19,3,1,40,1,25,0,1,4,7,8,2,15.588235294117647
48,Yes,Travel_Rarely,671,Human Resources,1,78,8,1,22,88,99,Yes,2,0.6951380466649089,1,Medical,1,4916,4,Male,65,3,4,Sales Executive,Single,10964.0,14356,7,Y,Yes,16,1,3,40,1,34,3,3,0,1,3,10,12.849579831932774
46,No,Travel_Rarely,365,Research & Development,12,59,3,3,24,78,91,No,1,0.824283579030606,1,Human Resources,1,4917,3,Male,90,2,4,Human Resources,Single,13228.0,22823,5,Y,No,16,1,4,40,1,17,3,3,11,6,14,1,21.329411764705885
29,No,Travel_Rarely,201,Sales,21,37,1,4,25,96,45,No,3,0.6294696922579097,1,Life Sciences,1,4918,2,Female,92,3,4,Human Resources,Single,6058.0,12954,6,Y,No,17,3,1,40,3,14,0,3,10,7,12,3,31.81344537815126
22,Yes,Travel_Rarely,1186,Sales,16,47,6,3,3,74,26,No,2,0.241795479412421,1,Marketing,1,4919,2,Female,18,4,1,Manager,Married,2831.0,16900,3,Y,No,20,2,1,40,1,25,3,2,15,8,5,5,18.265546218487394
41,No,Non-Travel,1096,Sales,20,37,5,3,17,23,78,No,3,0.9006389588602732,1,Medical,1,4920,4,Female,24,4,4,Sales Executive,Married,16305.0,20407,3,Y,No,13,3,4,40,1,18,2,4,19,1,4,10,32.69663865546218
44,No,Travel_Frequently,808,Sales,19,92,3,2,1,33,15,No,4,0.5619945089621147,4,Marketing,1,4921,2,Female,63,1,3,Manager,Single,3861.0,15797,8,Y,No,23,1,4,40,2,25,4,1,2,5,13,7,4.63781512605042
53,Yes,Travel_Frequently,1114,Human Resources,18,40,0,1,12,2,43,No,1,0.7823927977822258,4,Life Sciences,1,4922,4,Male,59,4,1,Manager,Divorced,17587.0,22821,8,Y,Yes,20,2,2,40,3,21,4,3,12,3,9,11,30.10840336134454
32,No,Travel_Rarely,923,Research & Development,14,87,3,1,0,77,62,No,1,0.4011573746672097,2,Technical Degree,1,4923,1,Male,21,2,1,Manager,Single,17711.0,23056,7,Y,No,22,4,3,40,1,3,3,1,19,7,6,9,7.256302521008404
45,No,Travel_Rarely,321,Sales,3,63,5,4,8,30,104,Yes,4,0.4058024241773721,2,Life Sciences,1,4924,1,Female,10,2,2,Laboratory Technician,Married,15212.0,20162,1,Y,No,24,2,3,40,0,35,3,2,1,4,10,2,19.76218487394958
32,Yes,Travel_Rarely,1014,Sales,14,38,2,3,25,81,46,Yes,1,0.4923815488760444,4,Medical,1,4925,1,Male,76,1,2,Research Scientist,Single,10684.0,22130,0,Y,No,19,2,2,40,0,27,1,2,4,3,11,2,16.51596638655462
50,No,Travel_Rarely,535,Research & Development,17,45,0,3,13,98,29,No,3,0.4750542928140886,4,Life Sciences,1,4926,1,Female,37,2,4,Sales Executive,Married,12770.0,23189,8,Y,No,21,4,1,40,0,19,0,2,6,3,9,5,27.57310924369748
47,Yes,Travel_Rarely,1313,Research & Development,13,33,1,2,3,75,67,Yes,4,0.423447065032691,4,Human Resources,1,4927,1,Male,64,4,4,Manager,Divorced,4478.0,23991,2,Y,Yes,11,1,2,40,2,27,1,4,0,2,2,6,33.86890756302521
37,No,Travel_Rarely,739,Sales,1,75,5,4,20,12,85,Yes,2,0.45658193781748946,4,Human Resources,1,4928,2,Male,46,4,2,Manager,Married,15754.0,17513,6,Y,No,10,4,3,40,1,39,3,4,17,2,3,1,13.714285714285714
56,Yes,Travel_Rarely,1044,Sales,29,51,0,2,3,82,68,No,4,0.31174093323366825,3,Other,1,4929,2,Female,53,1,4,Manager,Divorced,14289.0,18295,8,Y,Yes,10,2,2,40,0,31,1,3,7,0,13,1,24.67142857142857
41,Yes,Travel_Rarely,433,Research & Development,29,42,5,2,19,84,20,Yes,3,0.2103368389812455,1,Medical,1,4930,1,Female,21,2,4,Sales Executive,Single,13616.0,12096,0,Y,Yes,12,2,2,40,3,2,0,1,12,5,12,3,30.050420168067227
24,Yes,Travel_Rarely,1006,Sales,8,71,0,2,28,49,103,Yes,4,0.9810667591586721,3,Human Resources,1,4931,2,Male,21,1,4,Human Resources,Single,5535.0,11039,5,Y,Yes,19,2,1,40,1,39,2,1,18,3,13,9,14.75966386554622
22,Yes,Travel_Rarely,1424,Research & Development,21,35,0,4,14,91,49,No,4,0.2595999867194593,2,Other,1,4932,4,Female,77,1,4,Research Scientist,Single,9092.0,18872,6,Y,No,22,1,1,40,1,32,3,4,7,5,6,5,18.623529411764707
22,No,Travel_Frequently,450,Sales,2,42,5,2,29,6,87,No,3,0.4832207228384448,2,Medical,1,4933,4,Male,23,4,1,Laboratory Technician,Single,18069.0,15446,5,Y,No,14,3,2,40,0,16,3,2,13,6,11,9,30.219327731092438
38,Yes,Travel_Rarely,669,Sales,19,40,0,1,21,96,65,No,3,0.8682797272559521,1,Life Sciences,1,4934,1,Male,20,2,3,Research Scientist,Married,10952.0,10902,7,Y,No,14,1,1,40,2,13,4,2,6,9,13,11,21.16386554621849
23,Yes,Travel_Rarely,827,Sales,15,76,8,1,14,61,119,No,1,0.20325607503579113,2,Technical Degree,1,4935,4,Male,51,1,1,Manager,Single,5579.0,13201,4,Y,Yes,24,1,2,40,0,11,2,1,3,4,8,4,13.9
50,Yes,Travel_Frequently,214,Sales,14,98,1,2,12,97,30,Yes,1,0.8238905516731108,3,Other,1,4936,4,Male,53,2,2,Research Scientist,Single,15799.0,23656,6,Y,Yes,21,4,3,40,1,0,0,4,7,5,1,4,1.2756302521008402
41,No,Non-Travel,1008,Research & Development,14,40,8,1,27,50,96,Yes,3,0.5358668858715896,2,Human Resources,1,4937,4,Male,51,1,3,Laboratory Technician,Divorced,8195.0,20293,6,Y,No,10,1,1,40,3,21,3,2,0,7,10,8,31.84201680672269
27,No,Travel_Frequently,466,Sales,18,92,4,4,13,63,109,No,4,0.3709255719155893,2,Life Sciences,1,4938,2,Female,11,1,2,Human Resources,Married,11183.0,20799,6,Y,No,11,4,3,40,2,12,3,1,6,6,2,1,5.074789915966386
29,No,Travel_Rarely,1392,Sales,15,80,4,2,27,4,78,No,3,0.32058180831949645,3,Other,1,4939,3,Female,26,4,1,Human Resources,Married,,17366,2,Y,No,18,1,2,40,3,26,3,1,9,6,7,9,10.996638655462185
50,No,Travel_Rarely,903,Research & Development,10,89,9,1,27,4,119,No,3,0.8679362171319603,1,Medical,1,4940,2,Female,49,2,3,Research Scientist,Married,7611.0,13144,7,Y,No,16,4,1,40,0,26,3,1,5,3,1,8,7.6
54,No,Non-Travel,1209,Sales,18,76,7,3,21,37,55,No,4,0.4298536123606993,3,Medical,1,4941,1,Female,29,2,1,Sales Executive,Divorced,4829.0,11815,7,Y,No,14,3,4,40,2,30,3,4,9,4,0,3,13.538655462184874
24,Yes,Travel_Frequently,995,Sales,20,33,0,2,0,76,76,No,2,0.5797984094458674,1,Technical Degree,1,4942,3,Female,59,2,4,Research Scientist,Married,2310.0,21762,8,Y,Yes,15,4,4,40,2,23,1,3,14,1,5,5,33.69159663865546
